,id,recession,present
932,20099.0,0.78,1.01
933,20101.0,1.01,3.43
934,20103.0,3.43,0.78
935,20105.0,0.78,0.78
936,20107.0,2.61,1.37
937,20109.0,1.37,3.43
938,20111.0,1.01,0.78
939,20113.0,1.37,2.15
940,20115.0,2.15,1.82
941,20117.0,0.78,1.01
942,20119.0,1.58,1.01
943,20121.0,1.0,2.15
944,20123.0,0.78,1.01
945,20125.0,1.19,1.58
946,20127.0,1.82,1.0
947,20129.0,0.78,0.78
948,20131.0,0.78,1.01
949,20133.0,0.78,1.01
950,20135.0,2.15,2.61
951,20137.0,0.78,0.78
952,20139.0,3.43,0.78
953,20141.0,0.78,1.19
954,20143.0,2.15,1.37
955,20145.0,0.78,1.0
956,20147.0,0.78,0.78
957,20149.0,1.82,2.15
958,20151.0,0.78,0.78
959,20153.0,0.78,1.01
960,20155.0,1.19,1.82
961,20157.0,1.19,1.01
962,20159.0,1.37,1.37
963,20161.0,1.19,1.19
964,20163.0,0.78,0.78
965,20165.0,1.19,1.01
966,20167.0,0.78,1.37
967,20169.0,1.37,2.15
968,20171.0,1.82,1.58
969,20173.0,1.19,0.78
970,20175.0,1.01,1.01
971,20177.0,1.19,1.01
972,20179.0,1.19,1.19
973,20181.0,3.43,0.78
974,20183.0,0.78,0.78
975,20185.0,1.82,1.01
976,20187.0,0.78,2.61
977,20189.0,2.15,0.78
978,20191.0,2.61,0.78
979,20193.0,1.01,0.78
980,20195.0,1.01,1.37
981,20197.0,2.15,2.15
982,20199.0,0.78,1.37
983,20201.0,2.61,0.78
984,20203.0,0.78,1.0
985,20205.0,0.78,3.43
986,20207.0,0.78,1.82
987,20209.0,1.01,0.78
988,21001.0,1.82,1.01
989,21003.0,3.43,0.78
990,21005.0,1.0,0.78
991,21007.0,0.78,2.61
992,21009.0,1.37,3.43
993,21011.0,3.43,3.43
994,21013.0,1.37,2.61
995,21015.0,1.37,1.37
996,21017.0,2.15,2.61
997,21019.0,1.01,1.58
998,21021.0,1.58,1.19
999,21023.0,3.43,1.58
1000,21025.0,1.37,0.78
1001,21027.0,1.0,1.19
1002,21029.0,3.43,1.82
1003,21031.0,2.61,1.58
1004,21033.0,1.58,3.43
1005,21035.0,1.01,2.61
1006,21037.0,2.61,1.82
1007,21039.0,1.01,2.15
1008,21041.0,0.78,1.01
1009,21043.0,2.61,2.15
1010,21045.0,2.15,1.19
1011,21047.0,1.19,0.78
1012,21049.0,1.82,3.43
1013,21051.0,1.58,2.61
1014,21053.0,2.15,1.01
1015,21055.0,2.61,1.58
1016,21057.0,1.19,1.19
1017,21059.0,1.19,2.15
1018,21061.0,1.0,1.82
1019,21063.0,3.43,2.15
1020,21065.0,3.43,1.19
1021,21067.0,1.37,1.0
1022,21069.0,3.43,3.43
1023,21071.0,1.58,2.61
1024,21073.0,1.37,1.01
1025,21075.0,0.78,2.61
1026,21077.0,1.82,1.82
1027,21079.0,1.0,1.19
1028,21081.0,1.0,1.58
1029,21083.0,2.15,0.78
1030,21085.0,2.15,1.0
1031,21087.0,1.0,3.43
1032,21089.0,3.43,1.82
1033,21091.0,1.01,2.15
1034,21093.0,1.58,1.0
1035,21095.0,1.37,3.43
1036,21097.0,3.43,1.19
1037,21099.0,2.15,1.58
1038,21101.0,1.19,1.01
1039,21103.0,1.0,2.61
1040,21105.0,1.19,1.19
1041,21107.0,1.01,1.01
1042,21109.0,3.43,1.0
1043,21111.0,1.19,3.43
1044,21113.0,3.43,1.19
1045,21115.0,2.61,3.43
1046,21117.0,1.82,1.01
1047,21119.0,1.01,2.15
1048,21121.0,2.15,2.15
1049,21123.0,2.15,1.19
1050,21125.0,1.82,2.15
1051,21127.0,1.37,2.15
1052,21129.0,1.58,1.0
1053,21131.0,1.37,1.19
1054,21133.0,1.37,1.37
1055,21135.0,1.58,2.15
1056,21137.0,3.43,1.37
1057,21139.0,1.82,1.19
1058,21141.0,2.15,1.37
1059,21143.0,1.82,2.61
1060,21145.0,1.01,2.15
1061,21147.0,1.82,1.82
1062,21149.0,1.0,1.58
1063,21151.0,2.15,1.01
1064,21153.0,1.82,2.61
1065,21155.0,1.19,1.0
1066,21157.0,1.37,1.82
1067,21159.0,1.01,1.0
1068,21161.0,1.19,1.01
1069,21163.0,1.0,1.37
1070,21165.0,1.0,1.58
1071,21167.0,2.15,1.01
1072,21169.0,2.61,1.0
1073,21171.0,1.82,2.61
1074,21173.0,1.82,1.58
1075,21175.0,2.15,2.15
1076,21177.0,1.58,1.58
1077,21179.0,2.61,1.37
1078,21181.0,1.0,1.37
1079,21183.0,1.19,1.19
1080,21185.0,1.0,2.15
1081,21187.0,1.0,1.0
1082,21189.0,1.37,1.82
1083,21191.0,1.0,1.0
1084,21193.0,1.01,1.0
1085,21195.0,1.19,0.78
1086,21197.0,3.43,3.43
1087,21199.0,1.58,0.78
1088,21201.0,1.0,1.01
1089,21203.0,3.43,1.58
1090,21205.0,1.01,1.37
1091,21207.0,2.15,1.0
1092,21209.0,1.37,1.82
1093,21211.0,2.61,1.01
1094,21213.0,1.01,1.58
1095,21215.0,1.0,1.58
1096,21217.0,1.82,3.43
1097,21219.0,1.0,1.37
1098,21221.0,1.58,1.0
1099,21223.0,1.0,1.01
1100,21225.0,1.37,1.0
1101,21227.0,1.37,1.0
1102,21229.0,2.15,1.0
1103,21231.0,1.82,1.37
1104,21233.0,1.19,1.19
1105,21235.0,1.37,1.82
1106,21237.0,3.43,1.82
1107,21239.0,3.43,2.61
1108,22001.0,2.15,1.01
1109,22003.0,1.01,2.61
1110,22005.0,2.61,2.15
1111,22007.0,2.15,2.61
1112,22009.0,2.15,1.37
1113,22011.0,2.15,2.15
1114,22013.0,1.19,2.61
1115,22015.0,2.61,2.15
1116,22017.0,1.19,2.61
1117,22019.0,1.19,1.37
1118,22021.0,2.61,2.61
1119,22023.0,0.78,1.37
1120,22025.0,2.15,1.19
1121,22027.0,1.58,1.0
1122,22029.0,1.58,0.78
1123,22031.0,2.61,1.0
1124,22033.0,1.19,1.58
1125,22035.0,1.01,1.58
1126,22037.0,2.61,2.15
1127,22039.0,2.61,1.19
1128,22041.0,2.61,1.01
1129,22043.0,1.0,2.61
1130,22045.0,0.78,2.15
1131,22047.0,1.19,2.61
1132,22049.0,2.15,3.43
1133,22051.0,1.37,1.19
1134,22053.0,2.15,1.01
1135,22055.0,1.01,2.15
1136,22057.0,1.01,1.37
1137,22059.0,2.15,2.61
1138,22061.0,1.82,1.58
1139,22063.0,1.0,1.37
1140,22065.0,1.37,1.58
1141,22067.0,1.82,1.82
1142,22069.0,1.19,1.0
1143,22071.0,1.01,1.19
1144,22073.0,1.82,2.61
1145,22075.0,1.01,1.58
1146,22077.0,2.61,1.19
1147,22079.0,1.19,1.37
1148,22081.0,1.19,1.01
1149,22083.0,1.82,3.43
1150,22085.0,2.15,1.37
1151,22087.0,1.01,1.01
1152,22089.0,1.19,1.58
1153,22091.0,1.0,2.61
1154,22093.0,1.01,1.82
1155,22095.0,2.15,1.19
1156,22097.0,2.15,3.43
1157,22099.0,3.43,0.78
1158,22101.0,0.78,1.82
1159,22103.0,1.0,2.15
1160,22105.0,2.15,2.61
1161,22107.0,1.58,1.01
1162,22109.0,1.19,2.61
1163,22111.0,3.43,2.61
1164,22113.0,2.15,2.15
1165,22115.0,1.58,1.37
1166,22117.0,1.82,2.15
1167,22119.0,3.43,2.61
1168,22121.0,1.19,2.15
1169,22123.0,2.15,1.82
1170,22125.0,1.01,1.58
1171,22127.0,1.19,2.15
1172,23001.0,1.82,1.82
1173,23003.0,1.19,0.78
1174,23005.0,1.82,1.19
1175,23007.0,2.61,1.37
1176,23009.0,2.15,1.19
1177,23011.0,1.82,1.58
1178,23013.0,1.82,1.82
1179,23015.0,1.0,1.82
1180,23017.0,3.43,1.19
1181,23019.0,1.58,2.15
1182,23021.0,2.15,2.61
1183,23023.0,2.15,2.61
1184,23025.0,1.19,1.37
1185,23027.0,3.43,1.82
1186,23029.0,1.82,1.82
1187,23031.0,3.43,1.37
1188,24001.0,1.58,1.82
1189,24003.0,3.43,1.19
1190,24005.0,2.15,2.61
1191,24009.0,1.0,1.19
1192,24011.0,1.0,2.61
1193,24013.0,1.0,1.82
1194,24015.0,3.43,1.0
1195,24017.0,1.0,2.61
1196,24019.0,2.61,1.0
1197,24021.0,3.43,2.61
1198,24023.0,1.82,1.0
1199,24025.0,1.0,1.58
1200,24027.0,2.61,3.43
1201,24029.0,3.43,1.58
1202,24031.0,3.43,2.61
1203,24033.0,3.43,1.82
1204,24035.0,1.0,3.43
1205,24037.0,2.61,2.15
1206,24039.0,1.58,2.61
1207,24041.0,3.43,1.0
1208,24043.0,2.61,2.15
1209,24045.0,2.15,1.37
1210,24047.0,1.0,3.43
1211,24510.0,0.78,1.82
1212,25001.0,3.43,1.37
1213,25003.0,1.37,2.61
1214,25005.0,2.61,0.78
1215,25007.0,3.43,2.61
1216,25009.0,2.61,1.37
1217,25011.0,2.61,1.82
1218,25013.0,1.58,3.43
1219,25015.0,2.15,2.15
1220,25017.0,1.58,1.58
1221,25019.0,2.15,1.37
1222,25021.0,2.15,1.37
1223,25023.0,1.0,1.19
1224,25025.0,0.78,2.61
1225,25027.0,2.61,2.15
1226,26001.0,1.0,2.61
1227,26003.0,1.58,0.78
1228,26005.0,3.43,1.82
1229,26007.0,2.15,1.0
1230,26009.0,1.0,2.61
1231,26011.0,3.43,1.82
1232,26013.0,0.78,1.37
1233,26015.0,1.0,3.43
1234,26017.0,1.82,2.61
1235,26019.0,1.0,1.01
1236,26021.0,1.82,3.43
1237,26023.0,2.15,1.58
1238,26025.0,1.37,1.0
1239,26027.0,1.0,1.19
1240,26029.0,2.15,1.58
1241,26031.0,1.0,1.01
1242,26033.0,1.58,1.0
1243,26035.0,2.61,1.58
1244,26037.0,1.0,3.43
1245,26039.0,2.61,1.82
1246,26041.0,1.82,1.82
1247,26043.0,1.01,1.0
1248,26045.0,3.43,1.82
1249,26047.0,2.15,1.58
1250,26049.0,2.15,0.78
1251,26051.0,1.0,1.37
1252,26053.0,0.78,1.37
1253,26055.0,2.15,1.82
1254,26057.0,1.82,3.43
1255,26059.0,2.15,0.78
1256,26061.0,1.01,1.58
1257,26063.0,2.61,1.37
1258,26065.0,1.19,1.82
1259,26067.0,2.61,1.01
1260,26069.0,2.15,2.15
1261,26071.0,1.19,0.78
1262,26073.0,1.58,2.15
1263,26075.0,2.61,0.78
1264,26077.0,1.82,1.82
1265,26079.0,3.43,1.01
1266,26081.0,1.58,1.37
1267,26083.0,1.37,1.19
1268,26085.0,2.61,2.61
1269,26087.0,1.0,1.01
1270,26089.0,1.0,3.43
1271,26091.0,3.43,1.37
1272,26093.0,1.0,3.43
1273,26095.0,1.58,3.43
1274,26097.0,1.19,2.61
1275,26099.0,2.61,3.43
1276,26101.0,2.15,1.37
1277,26103.0,1.19,0.78
1278,26105.0,3.43,1.58
1279,26107.0,2.15,2.61
1280,26109.0,1.19,1.37
1281,26111.0,1.58,2.15
1282,26113.0,3.43,1.58
1283,26115.0,3.43,1.58
1284,26117.0,2.61,1.01
1285,26119.0,1.0,2.15
1286,26121.0,1.82,2.61
1287,26123.0,3.43,2.15
1288,26125.0,2.15,2.15
1289,26127.0,2.61,1.37
1290,26129.0,2.61,1.82
1291,26131.0,1.01,1.37
1292,26133.0,1.82,2.15
1293,26135.0,3.43,1.58
1294,26137.0,3.43,2.15
1295,26139.0,2.15,1.37
1296,26141.0,3.43,1.82
1297,26143.0,3.43,1.82
1298,26145.0,1.58,1.58
1299,26147.0,3.43,1.82
1300,26149.0,1.82,2.15
1301,26151.0,1.0,1.01
1302,26153.0,1.58,2.61
1303,26155.0,1.0,1.19
1304,26157.0,1.0,3.43
1305,26159.0,3.43,1.58
1306,26161.0,1.58,3.43
1307,26163.0,1.37,3.43
1308,26165.0,1.37,2.15
1309,27001.0,2.61,1.01
1310,27003.0,1.0,1.01
1311,27005.0,2.61,1.01
1312,27007.0,2.15,2.61
1313,27009.0,1.82,2.61
1314,27011.0,1.01,2.15
1315,27013.0,1.82,1.37
1316,27015.0,1.19,1.58
1317,27017.0,2.61,1.01
1318,27019.0,1.0,1.19
1319,27021.0,1.0,1.19
1320,27023.0,1.37,2.15
1321,27025.0,1.0,3.43
1322,27027.0,3.43,3.43
1323,27029.0,3.43,1.37
1324,27031.0,1.0,3.43
1325,27033.0,1.01,2.15
1326,27035.0,3.43,2.61
1327,27037.0,2.61,1.37
1328,27039.0,1.0,1.19
1329,27041.0,2.15,2.15
1330,27043.0,0.78,2.15
1331,27045.0,2.15,3.43
1332,27047.0,2.15,1.58
1333,27049.0,2.61,1.82
1334,27051.0,1.82,2.15
1335,27053.0,1.19,1.58
1336,27055.0,2.61,1.82
1337,27057.0,3.43,2.61
1338,27059.0,1.0,1.01
1339,27061.0,2.61,2.15
1340,27063.0,1.82,3.43
1341,27065.0,1.0,3.43
1342,27067.0,1.37,2.15
1343,27069.0,1.01,2.61
1344,27071.0,1.58,3.43
1345,27073.0,1.58,1.01
1346,27075.0,2.61,1.19
1347,27077.0,2.15,1.58
1348,27079.0,3.43,0.78
1349,27081.0,1.37,1.82
1350,27083.0,0.78,1.82
1351,27085.0,1.82,3.43
1352,27087.0,1.01,2.61
1353,27089.0,3.43,0.78
1354,27091.0,1.58,1.58
1355,27093.0,3.43,0.78
1356,27095.0,2.61,2.15
1357,27097.0,1.0,2.61
1358,27099.0,1.82,2.15
1359,27101.0,1.82,3.43
1360,27103.0,2.15,2.61
1361,27105.0,1.01,1.37
1362,27107.0,1.82,1.19
1363,27109.0,1.58,1.82
1364,27111.0,2.61,1.01
1365,27113.0,0.78,1.58
1366,27115.0,1.0,1.01
1367,27117.0,1.37,2.61
1368,27119.0,1.82,0.78
1369,27121.0,3.43,3.43
1370,27123.0,1.19,2.61
1371,27125.0,1.58,2.15
1372,27127.0,1.19,3.43
1373,27129.0,1.37,1.01
1374,27131.0,2.61,1.37
1375,27133.0,1.58,1.01
1376,27135.0,1.19,1.82
1377,27137.0,1.58,2.15
1378,27139.0,1.0,0.78
1379,27141.0,1.0,1.01
1380,27143.0,1.0,1.37
1381,27145.0,1.37,3.43
1382,27147.0,1.58,1.0
1383,27149.0,0.78,1.0
1384,27151.0,1.58,1.01
1385,27153.0,3.43,1.19
1386,27155.0,3.43,0.78
1387,27157.0,3.43,1.01
1388,27159.0,1.19,1.82
1389,27161.0,2.61,2.61
1390,27163.0,1.0,2.61
1391,27165.0,1.58,1.01
1392,27167.0,2.61,2.61
1393,27169.0,1.19,3.43
1394,27171.0,1.0,1.19
1395,27173.0,1.19,2.15
1396,28001.0,1.19,1.01
1397,28003.0,1.19,3.43
1398,28005.0,3.43,1.01
1399,28007.0,1.82,2.15
1400,28009.0,3.43,1.01
1401,28011.0,1.01,3.43
1402,28013.0,1.82,1.19
1403,28015.0,3.43,3.43
1404,28017.0,1.01,1.19
1405,28019.0,1.58,2.15
1406,28021.0,0.78,1.0
1407,28023.0,3.43,1.37
1408,28025.0,1.37,1.19
1409,28027.0,1.19,0.78
1410,28029.0,1.37,1.0
1411,28031.0,2.15,1.37
1412,28033.0,1.0,0.78
1413,28035.0,1.37,2.61
1414,28037.0,2.61,1.58
1415,28039.0,2.15,3.43
1416,28041.0,3.43,1.19
1417,28043.0,1.58,3.43
1418,28045.0,1.37,2.61
1419,28047.0,1.58,1.0
1420,28049.0,1.19,1.82
1421,28051.0,1.58,2.15
1422,28053.0,0.78,1.58
1423,28055.0,1.58,0.78
1424,28057.0,2.61,2.15
1425,28059.0,1.82,1.37
1426,28061.0,2.15,1.01
1427,28063.0,2.15,2.15
1428,28065.0,1.01,1.37
1429,28067.0,1.37,1.37
1430,28069.0,1.58,1.0
1431,28071.0,1.37,2.61
1432,28073.0,3.43,1.19
1433,28075.0,1.19,1.37
1434,28077.0,1.58,1.82
1435,28079.0,2.61,2.61
1436,28081.0,1.01,1.01
1437,28083.0,0.78,2.15
1438,28085.0,1.58,1.82
1439,28087.0,1.19,1.01
1440,28089.0,2.61,1.01
1441,28091.0,2.15,1.58
1442,28093.0,2.61,1.37
1443,28095.0,1.82,1.82
1444,28097.0,1.58,1.58
1445,28099.0,1.01,1.58
1446,28101.0,1.82,1.37
1447,28103.0,1.37,1.82
1448,28105.0,1.19,0.78
1449,28107.0,1.58,2.15
1450,28109.0,1.0,1.58
1451,28111.0,1.82,1.01
1452,28113.0,1.37,1.37
1453,28115.0,1.37,1.0
1454,28117.0,1.37,2.15
1455,28119.0,1.82,1.58
1456,28121.0,2.61,1.58
1457,28123.0,1.58,1.19
1458,28125.0,1.82,2.15
1459,28127.0,1.58,2.15
1460,28129.0,3.43,0.78
1461,28131.0,1.58,1.58
1462,28133.0,1.19,2.15
1463,28135.0,1.58,3.43
1464,28137.0,2.61,1.0
1465,28139.0,1.58,1.37
1466,28141.0,1.82,1.58
1467,28143.0,0.78,3.43
1468,28145.0,1.58,1.37
1469,28147.0,3.43,1.37
1470,28149.0,1.19,0.78
1471,28151.0,1.01,1.19
1472,28153.0,2.15,3.43
1473,28155.0,1.0,1.37
1474,28157.0,1.82,1.01
1475,28159.0,1.37,2.15
1476,28161.0,1.58,1.0
1477,28163.0,1.58,1.82
1478,29001.0,1.01,1.58
1479,29003.0,1.0,2.15
1480,29005.0,1.37,1.19
1481,29007.0,1.82,1.37
1482,29009.0,1.37,1.0
1483,29011.0,2.61,1.01
1484,29013.0,1.0,2.61
1485,29015.0,1.0,1.58
1486,29017.0,1.0,2.61
1487,29019.0,1.37,3.43
1488,29021.0,1.01,3.43
1489,29023.0,1.19,1.0
1490,29025.0,3.43,1.19
1491,29027.0,1.58,1.01
1492,29029.0,3.43,1.37
1493,29031.0,1.58,1.0
1494,29033.0,1.82,2.15
1495,29035.0,2.61,3.43
1496,29037.0,1.0,1.19
1497,29039.0,2.61,1.0
1498,29041.0,3.43,3.43
1499,29043.0,1.0,3.43
1500,29045.0,1.37,2.15
1501,29047.0,2.15,1.82
1502,29049.0,1.0,1.0
1503,29051.0,1.01,1.37
1504,29053.0,1.19,1.82
1505,29055.0,1.82,3.43
1506,29057.0,1.0,1.01
1507,29059.0,1.0,3.43
1508,29061.0,1.0,1.58
1509,29063.0,2.61,1.0
1510,29065.0,2.61,1.0
1511,29067.0,3.43,3.43
1512,29069.0,1.19,2.61
1513,29071.0,2.61,1.58
1514,29073.0,1.82,1.0
1515,29075.0,1.19,1.58
1516,29077.0,1.37,2.15
1517,29079.0,1.01,2.61
1518,29081.0,0.78,1.37
1519,29083.0,2.15,1.01
1520,29085.0,1.0,1.37
1521,29087.0,1.82,0.78
1522,29089.0,3.43,1.58
1523,29091.0,2.15,2.61
1524,29093.0,1.37,1.01
1525,29095.0,1.19,2.15
1526,29097.0,1.37,1.82
1527,29099.0,1.0,1.19
1528,29101.0,2.61,1.01
1529,29103.0,1.58,1.19
1530,29105.0,1.82,1.0
1531,29107.0,2.61,2.61
1532,29109.0,3.43,2.61
1533,29111.0,1.58,1.82
1534,29113.0,1.0,3.43
1535,29115.0,1.19,2.61
1536,29117.0,1.19,2.61
1537,29119.0,2.15,1.0
1538,29121.0,1.01,0.78
1539,29123.0,2.61,0.78
1540,29125.0,1.0,1.01
1541,29127.0,1.01,1.37
1542,29129.0,1.82,2.61
1543,29131.0,3.43,1.0
1544,29133.0,1.58,1.19
1545,29135.0,3.43,1.37
1546,29137.0,2.61,2.15
1547,29139.0,2.61,1.82
1548,29141.0,1.0,1.0
1549,29143.0,0.78,2.61
1550,29145.0,1.82,1.82
1551,29147.0,1.01,1.0
1552,29149.0,3.43,1.01
1553,29151.0,2.61,1.82
1554,29153.0,1.0,1.37
1555,29155.0,1.58,1.0
1556,29157.0,1.82,2.15
1557,29159.0,1.19,3.43
1558,29161.0,1.37,1.37
1559,29163.0,1.58,1.37
1560,29165.0,2.15,1.19
1561,29167.0,3.43,1.19
1562,29169.0,2.61,1.19
1563,29171.0,2.15,1.82
1564,29173.0,1.37,1.82
1565,29175.0,1.58,3.43
1566,29177.0,1.0,3.43
1567,29179.0,3.43,1.82
1568,29181.0,1.0,1.37
1569,29183.0,3.43,1.0
1570,29185.0,1.82,3.43
1571,29186.0,1.37,3.43
1572,29187.0,2.15,2.61
1573,29189.0,1.37,3.43
1574,29195.0,2.61,1.37
1575,29197.0,1.01,2.15
1576,29199.0,3.43,1.01
1577,29201.0,1.82,1.58
1578,29203.0,1.0,1.0
1579,29205.0,1.82,3.43
1580,29207.0,1.82,1.82
1581,29209.0,1.0,1.0
1582,29211.0,0.78,1.82
1583,29213.0,1.82,1.58
1584,29215.0,2.15,1.0
1585,29217.0,2.15,1.58
1586,29219.0,1.0,1.37
1587,29221.0,3.43,2.61
1588,29223.0,1.82,1.82
1589,29225.0,1.0,1.0
1590,29227.0,1.37,2.61
1591,29229.0,3.43,1.0
1592,29510.0,0.78,3.43
1593,30001.0,2.61,1.0
1594,30003.0,1.37,3.43
1595,30005.0,1.82,0.78
1596,30007.0,3.43,2.61
1597,30009.0,1.0,1.82
1598,30011.0,1.01,1.58
1599,30013.0,2.15,1.0
1600,30015.0,3.43,1.0
1601,30017.0,1.19,1.58
1602,30019.0,1.19,1.82
1603,30021.0,1.01,2.15
1604,30023.0,2.15,1.37
1605,30025.0,0.78,1.37
1606,30027.0,1.0,1.19
1607,30029.0,3.43,1.37
1608,30031.0,3.43,1.37
1609,30033.0,1.37,2.61
1610,30035.0,1.37,2.61
1611,30037.0,1.37,1.82
1612,30039.0,2.15,3.43
1613,30041.0,1.37,1.01
1614,30043.0,1.0,0.78
1615,30045.0,1.58,2.61
1616,30047.0,1.0,1.01
1617,30049.0,1.37,1.0
1618,30051.0,0.78,1.0
1619,30053.0,3.43,3.43
1620,30055.0,0.78,1.58
1621,30057.0,2.15,1.01
1622,30059.0,2.15,2.15
1623,30061.0,1.0,2.15
1624,30063.0,2.15,1.37
1625,30065.0,1.0,1.82
1626,30067.0,3.43,1.82
1627,30069.0,1.58,1.82
1628,30071.0,1.01,1.58
1629,30073.0,1.19,2.15
1630,30075.0,2.61,0.78
1631,30077.0,1.58,1.82
1632,30079.0,1.0,2.15
1633,30081.0,1.0,1.37
1634,30083.0,0.78,1.37
1635,30085.0,1.19,2.15
1636,30087.0,0.78,3.43
1637,30089.0,3.43,1.37
1638,30091.0,1.01,1.01
1639,30093.0,1.19,0.78
1640,30095.0,2.15,1.0
1641,30097.0,0.78,1.82
1642,30099.0,2.15,1.37
1643,30101.0,1.82,1.58
1644,30103.0,2.61,1.19
1645,30105.0,1.82,3.43
1646,30107.0,1.01,2.61
1647,30109.0,0.78,1.01
1648,30111.0,1.58,1.82
1649,31001.0,1.01,1.37
1650,31003.0,0.78,1.0
1651,31005.0,0.78,1.58
1652,31007.0,2.61,0.78
1653,31009.0,1.0,1.19
1654,31011.0,1.37,1.0
1655,31013.0,1.82,1.0
1656,31015.0,1.01,1.0
1657,31017.0,1.19,1.19
1658,31019.0,1.37,1.37
1659,31021.0,3.43,3.43
1660,31023.0,1.37,0.78
1661,31025.0,1.0,1.19
1662,31027.0,1.58,3.43
1663,31029.0,3.43,2.61
1664,31031.0,3.43,1.0
1665,31033.0,1.01,1.37
1666,31035.0,1.01,2.15
1667,31037.0,1.01,1.37
1668,31039.0,2.61,1.37
1669,31041.0,1.01,1.37
1670,31043.0,1.37,0.78
1671,31045.0,2.61,1.01
1672,31047.0,1.01,1.82
1673,31049.0,1.82,0.78
1674,31051.0,3.43,1.37
1675,31053.0,1.58,1.37
1676,31055.0,1.19,1.37
1677,31057.0,3.43,1.58
1678,31059.0,1.19,1.01
1679,31061.0,2.15,1.01
1680,31063.0,0.78,2.61
1681,31065.0,1.58,1.01
1682,31067.0,1.37,3.43
1683,31069.0,0.78,0.78
1684,31071.0,0.78,1.19
1685,31073.0,1.0,1.82
1686,31075.0,1.0,0.78
1687,31077.0,0.78,0.78
1688,31079.0,1.01,1.19
1689,31081.0,2.61,2.61
1690,31083.0,2.61,0.78
1691,31085.0,1.0,0.78
1692,31087.0,0.78,3.43
1693,31089.0,1.58,3.43
1694,31091.0,2.15,2.61
1695,31093.0,1.0,1.01
1696,31095.0,1.37,1.37
1697,31097.0,1.37,0.78
1698,31099.0,2.15,1.0
1699,31101.0,2.15,0.78
1700,31103.0,1.82,1.19
1701,31105.0,1.58,1.82
1702,31107.0,3.43,2.15
1703,31109.0,1.37,1.0
1704,31111.0,2.15,2.15
1705,31113.0,0.78,1.58
1706,31115.0,1.19,1.37
1707,31117.0,1.01,1.19
1708,31119.0,1.19,1.0
1709,31121.0,2.61,2.15
1710,31123.0,2.61,0.78
1711,31125.0,1.19,1.01
1712,31127.0,0.78,2.15
1713,31129.0,2.61,1.82
1714,31131.0,2.15,1.82
1715,31133.0,1.19,0.78
1716,31135.0,1.82,2.15
1717,31137.0,1.19,2.15
1718,31139.0,1.58,1.19
1719,31141.0,1.01,3.43
1720,31143.0,1.82,1.19
1721,31145.0,2.61,1.37
1722,31147.0,0.78,1.19
1723,31149.0,0.78,2.15
1724,31151.0,1.01,2.61
1725,31153.0,2.61,1.01
1726,31155.0,3.43,2.15
1727,31157.0,1.01,1.01
1728,31159.0,1.82,2.61
1729,31161.0,2.15,3.43
1730,31163.0,1.0,1.19
1731,31165.0,0.78,1.82
1732,31167.0,1.01,1.58
1733,31169.0,0.78,1.82
1734,31171.0,1.19,3.43
1735,31173.0,0.78,1.37
1736,31175.0,0.78,0.78
1737,31177.0,2.15,2.61
1738,31179.0,1.0,0.78
1739,31181.0,1.0,0.78
1740,31183.0,0.78,2.15
1741,31185.0,0.78,1.01
1742,32001.0,3.43,2.61
1743,32003.0,3.43,0.78
1744,32005.0,1.0,1.01
1745,32007.0,1.82,1.82
1746,32009.0,1.82,1.82
1747,32011.0,0.78,3.43
1748,32013.0,1.82,1.58
1749,32015.0,1.19,1.82
1750,32017.0,1.58,0.78
1751,32019.0,1.0,1.37
1752,32021.0,0.78,1.01
1753,32023.0,2.61,3.43
1754,32027.0,1.82,1.0
1755,32029.0,3.43,0.78
1756,32031.0,3.43,2.61
1757,32033.0,0.78,0.78
1758,32510.0,2.15,0.78
1759,33001.0,3.43,2.15
1760,33003.0,2.61,0.78
1761,33005.0,2.15,1.37
1762,33007.0,1.58,2.61
1763,33009.0,1.19,2.61
1764,33011.0,1.82,1.82
1765,33013.0,2.15,1.37
1766,33015.0,3.43,1.01
1767,33017.0,2.61,1.37
1768,33019.0,2.61,1.58
1769,34001.0,1.82,2.15
1770,34003.0,2.15,2.15
1771,34005.0,2.61,2.15
1772,34007.0,2.15,1.58
1773,34009.0,1.0,1.82
1774,34011.0,1.58,1.82
1775,34013.0,1.58,1.58
1776,34015.0,3.43,3.43
1777,34017.0,1.19,1.37
1778,34019.0,1.0,1.37
1779,34021.0,1.19,2.61
1780,34023.0,1.58,1.01
1781,34025.0,3.43,2.61
1782,34027.0,1.82,0.78
1783,34029.0,1.0,1.19
1784,34031.0,2.61,2.61
1785,34033.0,2.15,1.37
1786,34035.0,1.82,1.0
1787,34037.0,1.0,2.15
1788,34039.0,1.82,1.37
1789,34041.0,3.43,1.19
1790,35001.0,1.82,1.0
1791,35003.0,1.0,1.58
1792,35005.0,1.37,3.43
1793,35006.0,1.37,1.37
1794,35007.0,2.61,1.19
1795,35009.0,1.82,1.82
1796,35011.0,1.82,0.78
1797,35013.0,1.82,2.15
1798,35015.0,1.01,1.82
1799,35017.0,1.58,3.43
1800,35019.0,3.43,2.15
1801,35021.0,0.78,1.01
1802,35023.0,1.19,1.19
1803,35025.0,0.78,1.82
1804,35027.0,1.0,1.0
1805,35028.0,1.01,1.19
1806,35029.0,1.37,1.01
1807,35031.0,1.37,2.61
1808,35033.0,2.15,0.78
1809,35035.0,3.43,1.37
